FSFA_Diffusion_Pre_nondev_010
Sample31
GC / MS DATA FILE
9/22/2011 9:04:00 AM

Young-Mo Kim
GCMSD_1
SpectrumDescription	Minutes	BPI	TIC
SpectrumIndex 236 at 6.77 minutes; base peak 958.8 m/z with intensity 896; TIC = 6377	6.77	896	6377
SpectrumIndex 237 at 6.78 minutes; base peak 954.05 m/z with intensity 898; TIC = 7965	6.78	898	7965
SpectrumIndex 238 at 6.78 minutes; base peak 955.35 m/z with intensity 898; TIC = 6899	6.78	898	6899
SpectrumIndex 239 at 6.78 minutes; base peak 959.45 m/z with intensity 898; TIC = 5537	6.78	898	5537
SpectrumIndex 240 at 6.78 minutes; base peak 955.75 m/z with intensity 900; TIC = 5539	6.78	900	5539
SpectrumIndex 241 at 6.79 minutes; base peak 960.3 m/z with intensity 898; TIC = 6903	6.79	898	6903
SpectrumIndex 242 at 6.79 minutes; base peak 961.3 m/z with intensity 898; TIC = 5537	6.79	898	5537
SpectrumIndex 243 at 6.79 minutes; base peak 953.4 m/z with intensity 900; TIC = 6901	6.79	900	6901
SpectrumIndex 244 at 6.80 minutes; base peak 959.25 m/z with intensity 900; TIC = 4681	6.80	900	4681
SpectrumIndex 245 at 6.80 minutes; base peak 956.45 m/z with intensity 898; TIC = 5539	6.80	898	5539
SpectrumIndex 246 at 6.80 minutes; base peak 957.1 m/z with intensity 898; TIC = 5539	6.80	898	5539
SpectrumIndex 247 at 6.80 minutes; base peak 952.9 m/z with intensity 898; TIC = 5543	6.80	898	5543
SpectrumIndex 248 at 6.81 minutes; base peak 956.55 m/z with intensity 1158; TIC = 6437	6.81	1158	6437
SpectrumIndex 249 at 6.81 minutes; base peak 955.65 m/z with intensity 1560; TIC = 10343	6.81	1560	10343
SpectrumIndex 250 at 6.81 minutes; base peak 955.45 m/z with intensity 2536; TIC = 14617	6.81	2536	14617
SpectrumIndex 251 at 6.82 minutes; base peak 962.15 m/z with intensity 2536; TIC = 21037	6.82	2536	21037
SpectrumIndex 252 at 6.82 minutes; base peak 972.7 m/z with intensity 2540; TIC = 33337	6.82	2540	33337
SpectrumIndex 253 at 6.82 minutes; base peak 1057.5 m/z with intensity 2558; TIC = 42289	6.82	2558	42289
SpectrumIndex 254 at 6.83 minutes; base peak 1258.75 m/z with intensity 2558; TIC = 48585	6.83	2558	48585
SpectrumIndex 255 at 6.83 minutes; base peak 1539.55 m/z with intensity 2558; TIC = 52667	6.83	2558	52667
SpectrumIndex 256 at 6.83 minutes; base peak 1775 m/z with intensity 2560; TIC = 56309	6.83	2560	56309
SpectrumIndex 257 at 6.83 minutes; base peak 1825.85 m/z with intensity 2560; TIC = 58329	6.83	2560	58329
SpectrumIndex 258 at 6.84 minutes; base peak 1869.5 m/z with intensity 2576; TIC = 60181	6.84	2576	60181
SpectrumIndex 259 at 6.84 minutes; base peak 1894.05 m/z with intensity 352; TIC = 63027	6.84	352	63027
SpectrumIndex 260 at 6.84 minutes; base peak 1899.3 m/z with intensity 336; TIC = 62515	6.84	336	62515
SpectrumIndex 261 at 6.85 minutes; base peak 1870.25 m/z with intensity 320; TIC = 60197	6.85	320	60197
SpectrumIndex 262 at 6.85 minutes; base peak 1831.4 m/z with intensity 2558; TIC = 57675	6.85	2558	57675
SpectrumIndex 263 at 6.85 minutes; base peak 1780.3 m/z with intensity 320; TIC = 59037	6.85	320	59037
SpectrumIndex 264 at 6.85 minutes; base peak 1608.25 m/z with intensity 336; TIC = 54091	6.85	336	54091
SpectrumIndex 265 at 6.86 minutes; base peak 1368.8 m/z with intensity 2558; TIC = 49665	6.86	2558	49665
SpectrumIndex 266 at 6.86 minutes; base peak 1197.3 m/z with intensity 2558; TIC = 45335	6.86	2558	45335
SpectrumIndex 267 at 6.86 minutes; base peak 1088.7 m/z with intensity 2558; TIC = 43675	6.86	2558	43675
SpectrumIndex 268 at 6.87 minutes; base peak 1045.45 m/z with intensity 2560; TIC = 41885	6.87	2560	41885
SpectrumIndex 269 at 6.87 minutes; base peak 1004.25 m/z with intensity 2556; TIC = 39801	6.87	2556	39801
SpectrumIndex 270 at 6.87 minutes; base peak 980.15 m/z with intensity 2556; TIC = 36935	6.87	2556	36935
SpectrumIndex 271 at 6.87 minutes; base peak 976.75 m/z with intensity 2538; TIC = 36549	6.87	2538	36549
SpectrumIndex 272 at 6.88 minutes; base peak 975.25 m/z with intensity 2556; TIC = 32885	6.88	2556	32885
SpectrumIndex 273 at 6.88 minutes; base peak 974.65 m/z with intensity 2540; TIC = 32295	6.88	2540	32295
SpectrumIndex 274 at 6.88 minutes; base peak 981.1 m/z with intensity 2558; TIC = 35793	6.88	2558	35793
SpectrumIndex 275 at 6.89 minutes; base peak 970.65 m/z with intensity 2538; TIC = 31227	6.89	2538	31227
SpectrumIndex 276 at 6.89 minutes; base peak 966.8 m/z with intensity 2538; TIC = 29827	6.89	2538	29827
SpectrumIndex 277 at 6.89 minutes; base peak 962 m/z with intensity 2538; TIC = 32341	6.89	2538	32341
SpectrumIndex 278 at 6.89 minutes; base peak 968.05 m/z with intensity 2540; TIC = 30003	6.89	2540	30003
SpectrumIndex 279 at 6.90 minutes; base peak 962.9 m/z with intensity 2540; TIC = 29063	6.90	2540	29063
SpectrumIndex 280 at 6.90 minutes; base peak 966.25 m/z with intensity 2538; TIC = 22053	6.90	2538	22053
SpectrumIndex 281 at 6.90 minutes; base peak 967.75 m/z with intensity 2540; TIC = 25385	6.90	2540	25385
SpectrumIndex 282 at 6.91 minutes; base peak 956.5 m/z with intensity 2538; TIC = 28279	6.91	2538	28279
SpectrumIndex 283 at 6.91 minutes; base peak 960.9 m/z with intensity 2538; TIC = 23189	6.91	2538	23189
SpectrumIndex 284 at 6.91 minutes; base peak 959.8 m/z with intensity 2538; TIC = 27109	6.91	2538	27109
SpectrumIndex 285 at 6.91 minutes; base peak 961.6 m/z with intensity 2538; TIC = 21263	6.91	2538	21263
SpectrumIndex 286 at 6.92 minutes; base peak 958.85 m/z with intensity 2536; TIC = 21877	6.92	2536	21877
SpectrumIndex 287 at 6.92 minutes; base peak 955 m/z with intensity 2538; TIC = 17665	6.92	2538	17665
SpectrumIndex 288 at 6.92 minutes; base peak 956.05 m/z with intensity 2538; TIC = 20435	6.92	2538	20435
SpectrumIndex 289 at 6.93 minutes; base peak 953.7 m/z with intensity 2538; TIC = 22077	6.93	2538	22077
SpectrumIndex 290 at 6.93 minutes; base peak 957.85 m/z with intensity 2538; TIC = 18021	6.93	2538	18021
SpectrumIndex 291 at 6.93 minutes; base peak 963.65 m/z with intensity 2538; TIC = 19617	6.93	2538	19617
SpectrumIndex 292 at 6.94 minutes; base peak 955.5 m/z with intensity 2538; TIC = 14881	6.94	2538	14881
SpectrumIndex 293 at 6.94 minutes; base peak 959.55 m/z with intensity 2538; TIC = 17207	6.94	2538	17207
SpectrumIndex 294 at 6.94 minutes; base peak 951.35 m/z with intensity 2538; TIC = 13049	6.94	2538	13049
SpectrumIndex 295 at 6.94 minutes; base peak 956.3 m/z with intensity 2540; TIC = 11673	6.94	2540	11673
SpectrumIndex 296 at 6.95 minutes; base peak 961.2 m/z with intensity 2536; TIC = 13327	6.95	2536	13327
SpectrumIndex 297 at 6.95 minutes; base peak 957.8 m/z with intensity 2538; TIC = 12213	6.95	2538	12213
SpectrumIndex 298 at 6.95 minutes; base peak 958.35 m/z with intensity 2534; TIC = 12169	6.95	2534	12169
SpectrumIndex 299 at 6.96 minutes; base peak 956.25 m/z with intensity 2536; TIC = 11627	6.96	2536	11627
SpectrumIndex 300 at 6.96 minutes; base peak 952.25 m/z with intensity 2536; TIC = 10531	6.96	2536	10531
SpectrumIndex 301 at 6.96 minutes; base peak 953.95 m/z with intensity 1378; TIC = 9273	6.96	1378	9273
SpectrumIndex 302 at 6.96 minutes; base peak 957.8 m/z with intensity 1374; TIC = 7589	6.96	1374	7589
SpectrumIndex 303 at 6.97 minutes; base peak 960.45 m/z with intensity 1160; TIC = 6433	6.97	1160	6433
SpectrumIndex 304 at 6.97 minutes; base peak 951.95 m/z with intensity 1158; TIC = 6977	6.97	1158	6977
SpectrumIndex 305 at 6.97 minutes; base peak 959.2 m/z with intensity 1156; TIC = 6435	6.97	1156	6435
SpectrumIndex 306 at 6.98 minutes; base peak 959.2 m/z with intensity 1096; TIC = 7251	6.98	1096	7251
SpectrumIndex 307 at 6.98 minutes; base peak 953.95 m/z with intensity 1156; TIC = 8671	6.98	1156	8671
SpectrumIndex 308 at 6.98 minutes; base peak 959.05 m/z with intensity 898; TIC = 6379	6.98	898	6379
SpectrumIndex 309 at 6.98 minutes; base peak 957.55 m/z with intensity 898; TIC = 4677	6.98	898	4677
SpectrumIndex 310 at 6.99 minutes; base peak 951.95 m/z with intensity 1158; TIC = 6441	6.99	1158	6441
SpectrumIndex 311 at 6.99 minutes; base peak 949.3 m/z with intensity 900; TIC = 6081	6.99	900	6081
SpectrumIndex 312 at 6.99 minutes; base peak 957.55 m/z with intensity 1158; TIC = 6975	6.99	1158	6975
SpectrumIndex 313 at 7.00 minutes; base peak 956.3 m/z with intensity 1160; TIC = 7271	7.00	1160	7271
SpectrumIndex 314 at 7.00 minutes; base peak 957.25 m/z with intensity 898; TIC = 5537	7.00	898	5537
SpectrumIndex 315 at 7.00 minutes; base peak 959.65 m/z with intensity 898; TIC = 6085	7.00	898	6085
SpectrumIndex 316 at 7.00 minutes; base peak 957.9 m/z with intensity 898; TIC = 6079	7.00	898	6079
SpectrumIndex 317 at 7.01 minutes; base peak 957.25 m/z with intensity 896; TIC = 5537	7.01	896	5537
SpectrumIndex 318 at 7.01 minutes; base peak 955.8 m/z with intensity 900; TIC = 5539	7.01	900	5539
SpectrumIndex 319 at 7.01 minutes; base peak 951.35 m/z with intensity 898; TIC = 6371	7.01	898	6371
SpectrumIndex 320 at 7.02 minutes; base peak 957.95 m/z with intensity 1158; TIC = 6437	7.02	1158	6437
SpectrumIndex 321 at 7.02 minutes; base peak 959.15 m/z with intensity 896; TIC = 5537	7.02	896	5537
SpectrumIndex 322 at 7.02 minutes; base peak 965 m/z with intensity 896; TIC = 6355	7.02	896	6355
SpectrumIndex 323 at 7.02 minutes; base peak 958 m/z with intensity 1158; TIC = 7257	7.02	1158	7257
SpectrumIndex 324 at 7.03 minutes; base peak 955.25 m/z with intensity 1458; TIC = 6439	7.03	1458	6439
SpectrumIndex 325 at 7.03 minutes; base peak 949.2 m/z with intensity 1096; TIC = 6431	7.03	1096	6431
SpectrumIndex 326 at 7.03 minutes; base peak 952.05 m/z with intensity 1158; TIC = 8391	7.03	1158	8391
SpectrumIndex 327 at 7.04 minutes; base peak 957.4 m/z with intensity 1138; TIC = 7799	7.04	1138	7799
SpectrumIndex 328 at 7.04 minutes; base peak 948.15 m/z with intensity 1140; TIC = 8893	7.04	1140	8893
SpectrumIndex 329 at 7.04 minutes; base peak 959.65 m/z with intensity 898; TIC = 5537	7.04	898	5537
SpectrumIndex 330 at 7.05 minutes; base peak 954.1 m/z with intensity 1138; TIC = 7529	7.05	1138	7529
SpectrumIndex 331 at 7.05 minutes; base peak 954.65 m/z with intensity 1160; TIC = 6971	7.05	1160	6971
SpectrumIndex 332 at 7.05 minutes; base peak 960.3 m/z with intensity 900; TIC = 5539	7.05	900	5539
SpectrumIndex 333 at 7.05 minutes; base peak 947.95 m/z with intensity 898; TIC = 6075	7.05	898	6075
SpectrumIndex 334 at 7.06 minutes; base peak 955.15 m/z with intensity 1098; TIC = 6441	7.06	1098	6441
SpectrumIndex 335 at 7.06 minutes; base peak 958.75 m/z with intensity 898; TIC = 6081	7.06	898	6081
SpectrumIndex 336 at 7.06 minutes; base peak 956.45 m/z with intensity 1098; TIC = 6437	7.06	1098	6437
SpectrumIndex 337 at 7.07 minutes; base peak 953.9 m/z with intensity 896; TIC = 6313	7.07	896	6313
SpectrumIndex 338 at 7.07 minutes; base peak 957.6 m/z with intensity 1138; TIC = 6439	7.07	1138	6439
SpectrumIndex 339 at 7.07 minutes; base peak 957.45 m/z with intensity 900; TIC = 5535	7.07	900	5535
SpectrumIndex 340 at 7.07 minutes; base peak 953.8 m/z with intensity 898; TIC = 6355	7.07	898	6355
SpectrumIndex 341 at 7.08 minutes; base peak 956.45 m/z with intensity 898; TIC = 5535	7.08	898	5535
SpectrumIndex 342 at 7.08 minutes; base peak 950.6 m/z with intensity 1198; TIC = 7575	7.08	1198	7575
SpectrumIndex 343 at 7.08 minutes; base peak 952.3 m/z with intensity 898; TIC = 6075	7.08	898	6075
SpectrumIndex 344 at 7.09 minutes; base peak 962.15 m/z with intensity 1098; TIC = 6971	7.09	1098	6971
SpectrumIndex 345 at 7.09 minutes; base peak 948.95 m/z with intensity 896; TIC = 5539	7.09	896	5539
SpectrumIndex 346 at 7.09 minutes; base peak 951.8 m/z with intensity 898; TIC = 6081	7.09	898	6081
SpectrumIndex 347 at 7.09 minutes; base peak 953.45 m/z with intensity 900; TIC = 6355	7.09	900	6355
SpectrumIndex 348 at 7.10 minutes; base peak 953.25 m/z with intensity 896; TIC = 5537	7.10	896	5537
SpectrumIndex 349 at 7.10 minutes; base peak 950.9 m/z with intensity 1098; TIC = 6435	7.10	1098	6435
SpectrumIndex 350 at 7.10 minutes; base peak 959.45 m/z with intensity 1160; TIC = 6437	7.10	1160	6437
SpectrumIndex 351 at 7.11 minutes; base peak 956.15 m/z with intensity 900; TIC = 6375	7.11	900	6375
SpectrumIndex 352 at 7.11 minutes; base peak 955.15 m/z with intensity 900; TIC = 5539	7.11	900	5539
SpectrumIndex 353 at 7.11 minutes; base peak 952.6 m/z with intensity 896; TIC = 6077	7.11	896	6077
SpectrumIndex 354 at 7.11 minutes; base peak 949.95 m/z with intensity 1460; TIC = 7577	7.11	1460	7577
SpectrumIndex 355 at 7.12 minutes; base peak 957 m/z with intensity 898; TIC = 5537	7.12	898	5537
SpectrumIndex 356 at 7.12 minutes; base peak 959.1 m/z with intensity 900; TIC = 5539	7.12	900	5539
SpectrumIndex 357 at 7.12 minutes; base peak 956.55 m/z with intensity 898; TIC = 6079	7.12	898	6079
SpectrumIndex 358 at 7.13 minutes; base peak 953.8 m/z with intensity 900; TIC = 6075	7.13	900	6075
SpectrumIndex 359 at 7.13 minutes; base peak 955.25 m/z with intensity 1196; TIC = 7277	7.13	1196	7277
SpectrumIndex 360 at 7.13 minutes; base peak 950.15 m/z with intensity 1198; TIC = 6439	7.13	1198	6439
SpectrumIndex 361 at 7.13 minutes; base peak 954.4 m/z with intensity 1198; TIC = 8089	7.13	1198	8089
SpectrumIndex 362 at 7.14 minutes; base peak 954.45 m/z with intensity 1198; TIC = 7275	7.14	1198	7275
SpectrumIndex 363 at 7.14 minutes; base peak 954.75 m/z with intensity 1198; TIC = 9773	7.14	1198	9773
SpectrumIndex 364 at 7.14 minutes; base peak 956.45 m/z with intensity 1198; TIC = 8635	7.14	1198	8635
SpectrumIndex 365 at 7.15 minutes; base peak 954.9 m/z with intensity 1200; TIC = 8613	7.15	1200	8613
SpectrumIndex 366 at 7.15 minutes; base peak 950.2 m/z with intensity 1200; TIC = 8095	7.15	1200	8095
SpectrumIndex 367 at 7.15 minutes; base peak 959.5 m/z with intensity 1200; TIC = 8631	7.15	1200	8631
SpectrumIndex 368 at 7.16 minutes; base peak 956.25 m/z with intensity 1200; TIC = 9231	7.16	1200	9231
SpectrumIndex 369 at 7.16 minutes; base peak 950.9 m/z with intensity 1200; TIC = 9775	7.16	1200	9775
SpectrumIndex 370 at 7.16 minutes; base peak 960.9 m/z with intensity 1198; TIC = 8639	7.16	1198	8639
SpectrumIndex 371 at 7.16 minutes; base peak 954.6 m/z with intensity 1200; TIC = 8095	7.16	1200	8095
SpectrumIndex 372 at 7.17 minutes; base peak 956 m/z with intensity 1198; TIC = 8095	7.17	1198	8095
SpectrumIndex 373 at 7.17 minutes; base peak 951.6 m/z with intensity 1200; TIC = 8095	7.17	1200	8095
SpectrumIndex 374 at 7.17 minutes; base peak 957.9 m/z with intensity 1198; TIC = 7275	7.17	1198	7275
SpectrumIndex 375 at 7.18 minutes; base peak 953.7 m/z with intensity 1200; TIC = 8637	7.18	1200	8637
SpectrumIndex 376 at 7.18 minutes; base peak 954.25 m/z with intensity 1200; TIC = 8097	7.18	1200	8097
SpectrumIndex 377 at 7.18 minutes; base peak 954.2 m/z with intensity 1198; TIC = 8093	7.18	1198	8093
SpectrumIndex 378 at 7.18 minutes; base peak 962.5 m/z with intensity 1498; TIC = 10391	7.18	1498	10391
SpectrumIndex 379 at 7.19 minutes; base peak 955.3 m/z with intensity 1198; TIC = 8633	7.19	1198	8633
SpectrumIndex 380 at 7.19 minutes; base peak 957.9 m/z with intensity 1496; TIC = 8473	7.19	1496	8473
SpectrumIndex 381 at 7.19 minutes; base peak 954.25 m/z with intensity 1498; TIC = 9835	7.19	1498	9835
SpectrumIndex 382 at 7.20 minutes; base peak 952.7 m/z with intensity 1498; TIC = 9553	7.20	1498	9553
SpectrumIndex 383 at 7.20 minutes; base peak 954.3 m/z with intensity 1496; TIC = 9291	7.20	1496	9291
SpectrumIndex 384 at 7.20 minutes; base peak 956.45 m/z with intensity 1498; TIC = 10173	7.20	1498	10173
SpectrumIndex 385 at 7.20 minutes; base peak 956.95 m/z with intensity 1498; TIC = 8475	7.20	1498	8475
SpectrumIndex 386 at 7.21 minutes; base peak 952.9 m/z with intensity 1498; TIC = 8471	7.21	1498	8471
SpectrumIndex 387 at 7.21 minutes; base peak 955.35 m/z with intensity 1500; TIC = 9295	7.21	1500	9295
SpectrumIndex 388 at 7.21 minutes; base peak 957.5 m/z with intensity 1498; TIC = 7639	7.21	1498	7639
SpectrumIndex 389 at 7.22 minutes; base peak 956.4 m/z with intensity 1498; TIC = 8479	7.22	1498	8479
SpectrumIndex 390 at 7.22 minutes; base peak 958 m/z with intensity 1500; TIC = 9289	7.22	1500	9289
SpectrumIndex 391 at 7.22 minutes; base peak 953.8 m/z with intensity 1198; TIC = 8631	7.22	1198	8631
SpectrumIndex 392 at 7.22 minutes; base peak 964.95 m/z with intensity 1200; TIC = 7273	7.22	1200	7273
SpectrumIndex 393 at 7.23 minutes; base peak 960.65 m/z with intensity 1198; TIC = 8093	7.23	1198	8093
SpectrumIndex 394 at 7.23 minutes; base peak 947.65 m/z with intensity 1198; TIC = 7277	7.23	1198	7277
SpectrumIndex 395 at 7.23 minutes; base peak 952.6 m/z with intensity 1198; TIC = 6979	7.23	1198	6979
SpectrumIndex 396 at 7.24 minutes; base peak 960.15 m/z with intensity 1198; TIC = 8955	7.24	1198	8955
SpectrumIndex 397 at 7.24 minutes; base peak 955.95 m/z with intensity 1200; TIC = 7275	7.24	1200	7275
SpectrumIndex 398 at 7.24 minutes; base peak 953.75 m/z with intensity 1198; TIC = 7255	7.24	1198	7255
SpectrumIndex 399 at 7.24 minutes; base peak 950.45 m/z with intensity 1196; TIC = 7535	7.24	1196	7535
SpectrumIndex 400 at 7.25 minutes; base peak 953.5 m/z with intensity 1198; TIC = 6439	7.25	1198	6439
SpectrumIndex 401 at 7.25 minutes; base peak 953.15 m/z with intensity 1196; TIC = 7813	7.25	1196	7813
SpectrumIndex 402 at 7.25 minutes; base peak 955.9 m/z with intensity 1200; TIC = 8093	7.25	1200	8093
SpectrumIndex 403 at 7.26 minutes; base peak 958.25 m/z with intensity 1198; TIC = 8371	7.26	1198	8371
SpectrumIndex 404 at 7.26 minutes; base peak 954.35 m/z with intensity 1196; TIC = 7815	7.26	1196	7815
SpectrumIndex 405 at 7.26 minutes; base peak 962.95 m/z with intensity 1198; TIC = 6435	7.26	1198	6435
SpectrumIndex 406 at 7.27 minutes; base peak 951.35 m/z with intensity 1198; TIC = 7533	7.27	1198	7533
SpectrumIndex 407 at 7.27 minutes; base peak 956.05 m/z with intensity 1196; TIC = 6975	7.27	1196	6975
SpectrumIndex 408 at 7.27 minutes; base peak 957.45 m/z with intensity 1198; TIC = 6435	7.27	1198	6435
SpectrumIndex 409 at 7.27 minutes; base peak 955.3 m/z with intensity 1196; TIC = 8095	7.27	1196	8095
SpectrumIndex 410 at 7.28 minutes; base peak 958.8 m/z with intensity 1196; TIC = 6435	7.28	1196	6435
SpectrumIndex 411 at 7.28 minutes; base peak 949.25 m/z with intensity 3256; TIC = 9099	7.28	3256	9099
SpectrumIndex 412 at 7.28 minutes; base peak 956.25 m/z with intensity 898; TIC = 5537	7.28	898	5537
SpectrumIndex 413 at 7.29 minutes; base peak 948.95 m/z with intensity 898; TIC = 6377	7.29	898	6377
SpectrumIndex 414 at 7.29 minutes; base peak 952.8 m/z with intensity 1200; TIC = 7799	7.29	1200	7799
SpectrumIndex 415 at 7.29 minutes; base peak 959.25 m/z with intensity 3256; TIC = 9641	7.29	3256	9641
SpectrumIndex 416 at 7.29 minutes; base peak 960.8 m/z with intensity 3256; TIC = 8625	7.29	3256	8625
SpectrumIndex 417 at 7.30 minutes; base peak 949.35 m/z with intensity 1138; TIC = 6435	7.30	1138	6435
SpectrumIndex 418 at 7.30 minutes; base peak 960.85 m/z with intensity 1458; TIC = 6437	7.30	1458	6437
SpectrumIndex 419 at 7.30 minutes; base peak 957.35 m/z with intensity 898; TIC = 6915	7.30	898	6915
SpectrumIndex 420 at 7.31 minutes; base peak 954 m/z with intensity 898; TIC = 5537	7.31	898	5537
SpectrumIndex 421 at 7.31 minutes; base peak 954.45 m/z with intensity 898; TIC = 5541	7.31	898	5541
SpectrumIndex 422 at 7.31 minutes; base peak 957.95 m/z with intensity 898; TIC = 6075	7.31	898	6075
SpectrumIndex 423 at 7.31 minutes; base peak 956.2 m/z with intensity 898; TIC = 5535	7.31	898	5535
SpectrumIndex 424 at 7.32 minutes; base peak 954.55 m/z with intensity 898; TIC = 6077	7.32	898	6077
SpectrumIndex 425 at 7.32 minutes; base peak 950.6 m/z with intensity 1456; TIC = 7793	7.32	1456	7793
SpectrumIndex 426 at 7.32 minutes; base peak 956.1 m/z with intensity 1100; TIC = 7793	7.32	1100	7793
SpectrumIndex 427 at 7.33 minutes; base peak 958.4 m/z with intensity 1140; TIC = 6435	7.33	1140	6435
SpectrumIndex 428 at 7.33 minutes; base peak 953.55 m/z with intensity 1914; TIC = 10849	7.33	1914	10849
SpectrumIndex 429 at 7.33 minutes; base peak 958.1 m/z with intensity 1914; TIC = 8871	7.33	1914	8871
SpectrumIndex 430 at 7.33 minutes; base peak 954.55 m/z with intensity 1900; TIC = 8891	7.33	1900	8891
SpectrumIndex 431 at 7.34 minutes; base peak 950.1 m/z with intensity 1918; TIC = 8409	7.34	1918	8409
SpectrumIndex 432 at 7.34 minutes; base peak 956.75 m/z with intensity 898; TIC = 5537	7.34	898	5537
SpectrumIndex 433 at 7.34 minutes; base peak 958.7 m/z with intensity 1898; TIC = 7215	7.34	1898	7215
SpectrumIndex 434 at 7.35 minutes; base peak 956.6 m/z with intensity 898; TIC = 6071	7.35	898	6071
SpectrumIndex 435 at 7.35 minutes; base peak 956.45 m/z with intensity 900; TIC = 5539	7.35	900	5539
SpectrumIndex 436 at 7.35 minutes; base peak 953.3 m/z with intensity 898; TIC = 6373	7.35	898	6373
SpectrumIndex 437 at 7.35 minutes; base peak 956.65 m/z with intensity 898; TIC = 5535	7.35	898	5535
